SMILES,Predicted Side Effects,Severity,Severity Score
c1(ccc2c(occ(c2=O)-c2ccc(O)cc2)c1)O,"dizziness, headache, diarrhea, nausea, vomiting",Not Severe,0.1864
C1CC(CCN1C)=C1c2c(CC(c3c1ccs3)=O)cccc2,"headache, cough, diarrhea, nausea, trouble sleeping",Not Severe,0.1541
C(C(c1ncc(cc1)Cl)c1ccccc1)CN(C)C,"dizziness, fatigue, headache, stomach irritation, kidney damage",Not Severe,0.1709
C(C)N(CC)CCCC(C)Nc1c2ccc(Cl)cc2ncc1,"nausea, vomiting, dizziness, constipation, loss of appetite",Not Severe,0.1917
N(CC)(CC)C(=O)c1cc(C)ccc1,"nausea, vomiting, itching, skin irritation, redness",Not Severe,0.3095
[C@H]1(O)CCN2C[C@H](OC(=O)CCC)[C@H]([C@H](O)[C@@H]12)O,"dizziness, diarrhea, nausea, headache, vomiting",Not Severe,0.1282
c1(c(C(=O)O)cccc1)OC(=O)C,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.1085
Oc1c(O)c(O)cc(-c2c(O)c(c3c(cc(O)cc3O)o2)=O)c1,"dizziness, headache, nausea, diarrhea, cough",Not Severe,0.2261
c1(-c2ccc(cc2)O)coc2c(c1=O)ccc(O)c2,"nausea, diarrhea, headache, dizziness, flatulence",Not Severe,0.2127
c1c(c2c(cc(oc2c(-c2c(cc3oc(-c4ccc(cc4)O)cc(c3c2O)=O)O)c1O)-c1ccc(O)cc1)=O)O,"dizziness, headache, vomiting, nausea, diarrhea",Not Severe,0.2281
C1(c2ccccc2)CC(c2c(O1)cc(cc2O)OC)=O,"dizziness, cough, headaches, flushing sensation, palpitation",Not Severe,0.1655
c1ccc(cc1)C=CC(c1c(cc(cc1O)O)OC)=O,"nausea, skin irritation, redness, swelling, seizures",Not Severe,0.1258
c1ccccc1C1CC(c2c(cc(cc2O1)OC)O)=O,"dizziness, headache, nausea, fatigue, liver damage (overuse)",Not Severe,0.1291
O=C(N(CC)CC)c1cc(ccc1)C,"constipation, skin irritation, redness, swelling, seizures",Not Severe,0.2046
c1(O)c(-c2ccc(c(O)c2)O)oc2c(c(cc(O)c2)O)c1=O,"headache, dizziness, nausea, diarrhea, vomiting",Not Severe,0.2162
c1c(Nc2ccccn2)ccc(c1)C(CNC(C)C)O,"dizziness, nausea, vomiting, constipation, loss of appetite",Not Severe,0.2149
[C@H]1([C@H](CN2[C@H]([C@H](CC2)O)[C@H]1O)OC(=O)CCC)O,"dizziness, diarrhea, nausea, headache, flatulence",Not Severe,0.1071
OC1C(O)C(O)C(C)C(C1N1C(=C(N2CC(C1C(C)C2=O)=O)c1ccccc1)O)C,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.0777
C(C)(/C=C/C1=C(CCCC1(C)C)C)=C\C=C\C(C)=C\C(=O)Nc1ccc(cc1)O,"headache, diarrhea, skin rash, dizziness, nausea",Not Severe,0.0847
C1(CC1)(CC(=O)O)CS[C@@H](c1cccc(c1)/C=C/c1ccc2ccc(Cl)cc2n1)CCc1c(C(O)(C)C)cccc1,"headache, diarrhea, nausea, vomiting, itching",Not Severe,0.1914
c1n(C)c(cn1)N=C(SCCNC)N(C)C,"dizziness, fatigue, headache, bloating, gas",Not Severe,0.133
c1(c2c(cnc1)cc(Cl)cc2)N1CCN(C)CC1,"constipation, headache, fatigue, dizziness, nausea",Not Severe,0.3014
C(C(O[C@@H]1[C@H]([C@@H]([C@H]2[C@H](CCN2C1)O)O)O)=O)CC,"diarrhea, dizziness, nausea, headache, vomiting",Not Severe,0.0892
OCC1OC(C(O)C(O)C1O)Oc1c(c2c(cc(cc2oc1-c1cc(c(cc1)O)O)O)O)=O,"dizziness, diarrhea, headache, vomiting, nausea",Not Severe,0.0906
c1([nH]/c(ccn1[C@@H]1O[C@@H]([C@@H](O)[C@H]1O)COC(=O)C(C)C)=N\O)=O,"nausea, diarrhea, headache, vomiting, dizziness",Not Severe,0.1192
c1ccc(OC(=O)C)c(C(=O)O)c1,"nausea, diarrhea, skin irritation, redness, swelling",Not Severe,0.1923
C(C)(C(=O)O[C@H]1[C@H](n2c(nc(N)cc2)=O)O[C@@](N=[N+]=[N-])([C@H]1OC(C(C)C)=O)COC(C(C)C)=O)C,"diarrhea, nausea, headache, vomiting, dizziness",Not Severe,0.0954
c1ccc(cc1)-c1cc(c2c(cc(c(c2O)O)O)o1)=O,"nausea, diarrhea, headache, dizziness, stomach upset",Not Severe,0.216
C(/C=C/C1C(C)(C)CCCC=1C)(=C\C=C\C(C)=C\C(=O)Nc1ccc(O)cc1)C,"diarrhea, headache, dizziness, nausea, vomiting",Not Severe,0.1088
Oc1c(-c2c(O)cc3c(c(cc(-c4ccc(O)cc4)o3)=O)c2O)c2c(c(c1)O)c(=O)cc(o2)-c1ccc(cc1)O,"headache, dizziness, diarrhea, vomiting, nausea",Not Severe,0.2371
C(CNC)SC(N(C)C)=Nc1cncn1C,"dizziness, fatigue, headache, skin irritation, redness",Not Severe,0.1249
C1(O)C(O)C(Oc2c(=O)c3c(oc2-c2cc(c(cc2)O)O)cc(O)cc3O)OC(CO)C1O,"headache, dizziness, diarrhea, vomiting, nausea",Not Severe,0.1644
c1c(=O)c2c(c(c(cc2oc1-c1ccccc1)O)O)O,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.1169
O([C@@H]1O[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@H](C2)OC)[C@H](C1)OC)[C@H]1[C@H](/C=C/C=C2/[C@@]3(O)[C@@H](C=C([C@H]([C@H]3OC2)O)C)C(=O)O[C@@H]2C[C@@]3(O[C@@H](C2)C/C=C/1C)CC[C@H](C)[C@@H]([C@H](CC)C)O3)C.[C@H]1(C(C)C)O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@H](O2)C/C=C(\C)[C@@H](O[C@H]2C[C@@H]([C@H]([C@H](C)O2)O[C@@H]2O[C@@H](C)[C@@H]([C@H](C2)OC)O)OC)[C@@H](C)/C=C/C=C2\CO[C@@H]3[C@H](O)C(C)=C[C@H]([C@]23O)C(=O)O1,"nausea, diarrhea, itching, dizziness, vomiting",Not Severe,0.1218
c1c(Cl)cc2c(c(N3CCN(C)CC3)cnc2)c1,"constipation, flatulence, diarrhoea, skin irritation, redness",Not Severe,0.2386
OC(c1c(cccc1)OC(C)=O)=O,"bloating, gas, diarrhea, belly pain, constipation",Not Severe,0.1472
c1c(C(C)C(O)=O)ccc(CC(C)C)c1,"dizziness, skin irritation, redness, swelling, seizures",Not Severe,0.1546
C1CN(C)CCN1c1cncc2c1ccc(Cl)c2,"constipation, headache, fatigue, flatulence, diarrhoea",Not Severe,0.3117
[Na+].c1c(cccc1)C(C)c1ccccc1C(C([O-])=O)C,"headache, vomiting, nausea, diarrhea, dizziness",Not Severe,0.1544
c1c(-c2cc(=O)c3c(o2)cc(O)c(c3O)O)cccc1,"diarrhea, nausea, headache, dizziness, vomiting",Not Severe,0.2697
C(=N)(N)NC(=N)N(C)C,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.1003
o1c2cc(O)c(O)c(c2c(=O)cc1-c1ccccc1)O,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.2474
c1c(c(C(C=Cc2ccccc2)=O)c(OC)cc1O)O,"diarrhea, stomach irritation, kidney damage, bleeding, photosensitivity",Not Severe,0.1753
c1(O)c(cc(O)c(O)c1O)[C@@H]1C[C@H]([C@@H](O)[C@H](CC)[C@@H](O1)C)O[C@H]1[C@H](O)[C@@H](N(C)C)O[C@@H](C1)O,"nausea, vomiting, diarrhea, headache, dizziness",Not Severe,0.1138
COC1=C(OC)C=c2c([nH]c(nc2=CN1)SCc1ccccc1F)=O,"dizziness, headache, diarrhea, nausea, vision problems",Not Severe,0.0891
C1N(c2c3c(cc(Cl)cc3)cnc2)CCN(C1)C,"constipation, nausea, vomiting, loss of appetite, increased thirst",Not Severe,0.2074
[C@H]1([C@H](C)O[C@H](c2cc(O)c(c(O)c2O)O)C[C@@H](O[C@H]2[C@@H]([C@H](O[C@H](O)C2)N(C)C)O)[C@H]1O)CC,"nausea, diarrhea, itching, dizziness, stomach pain",Not Severe,0.1189
c1(O)c(O)c(O)cc(c1)-c1c(O)c(=O)c2c(cc(O)cc2O)o1,"dizziness, diarrhea, headache, nausea, vomiting",Not Severe,0.2125
O=C(c1c(cccc1)OC(=O)C)O,"diarrhea, dizziness, stomach irritation, kidney damage, bleeding",Not Severe,0.0836
c1c2c(nccc2NC(C)CCCN(CC)CC)cc(Cl)c1,"dizziness, drowsiness, dry mouth, flatulence, diarrhoea",Not Severe,0.2355
CC(C)C(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1cc/c(=N/O)[nH]c1=O)O)O)=O,"diarrhea, headache, nausea, dizziness, vomiting",Not Severe,0.1159
Oc1cc2c(c(O)c1)c(c(O)c(o2)-c1cc(O)c(O)c(c1)O)=O,"dizziness, stomach upset, cough, nausea, diarrhea",Not Severe,0.3544
C1(c2ccccc2)Oc2cc(cc(O)c2C(=O)C1)OC,"dizziness, headache, vomiting, nausea, diarrhea",Not Severe,0.1156
N(C)(C(SCCNC)=Nc1n(cnc1)C)C,"dizziness, headache, diarrhea, skin irritation, redness",Not Severe,0.1089
c1(-c2oc3c(c(=O)c2O)c(cc(O)c3)O)ccc(c(O)c1)O,"vomiting, nausea, headache, dizziness, diarrhea",Not Severe,0.2255
c1c(Nc2ncccc2)ccc(c1)C(O)CNC(C)C,"dizziness, nausea, drowsiness, dry mouth, flatulence",Not Severe,0.188
c1(O)ccc(cc1)-c1c(=O)c2c(oc1)cc(O)cc2,"nausea, diarrhea, headache, dizziness, vomiting",Not Severe,0.2604
c1(O)c(O)c(O)c(O)cc1[C@@H]1C[C@H]([C@@H](O)[C@@H]([C@@H](O1)C)CC)O[C@H]1[C@H](O)[C@@H](N(C)C)O[C@H](O)C1,"nausea, diarrhea, headache, vomiting, dizziness",Not Severe,0.1569
c1c(nc(=O)n(c1)[C@H]1[C@@H]([C@@H]([C@](O1)(COC(C(C)C)=O)N=[N+]=[N-])OC(=O)C(C)C)OC(C(C)C)=O)N,"nausea, diarrhea, headache, vomiting, dizziness",Not Severe,0.1111
c1(ccc(Nc2ccccn2)cc1)C(CNC(C)C)O,"dizziness, fatigue, headache, stomach irritation, kidney damage",Not Severe,0.1307
c1(n(C)cnc1)N=C(SCCNC)N(C)C,"dizziness, fatigue, headache, stomach irritation, kidney damage",Not Severe,0.1052
c1(-c2ccc(O)cc2)c(O)c(=O)c2c(o1)cc(O)cc2O,"dizziness, headache, nausea, diarrhea, vomiting",Not Severe,0.287
c1c(CC(C)C)ccc(C(C)C(=O)O)c1,"skin irritation, redness, swelling, seizures, tremors",Not Severe,0.1787
c1c(C2CC(c3c(O)cc(cc3O2)OC2C(OC3OC(C(O)C(O)C3O)C)C(C(C(CO)O2)O)O)=O)ccc(c1)O,"diarrhea, dizziness, headache, stomach pain, nausea",Not Severe,0.0974
C(CC)C(=O)O[C@@H]1[C@H]([C@@H]([C@H]2[C@H](CCN2C1)O)O)O,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.1083
OC(C1O[C@@H]([C@H](O)[C@@H](CO)O)[C@@H]([C@H](C=1)N=C(N)N)NC(=O)C)=O,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.1002
[C@@H]1(O[C@@H]([C@@H](O)[C@@H](C1)O[C@@H]1C[C@@H](c2cc(c(c(O)c2O)O)O)O[C@H]([C@@H](CC)[C@@H]1O)C)N(C)C)O,"diarrhea, nausea, stomach pain, itching, dizziness",Not Severe,0.1394
C(C(C)C)c1ccc(cc1)C(C(O)=O)C,"nausea, vomiting, diarrhea, dizziness, headache",Not Severe,0.17
c1cccc(c1)C=CC(=O)c1c(cc(cc1O)O)OC,"nausea, diarrhea, headache, dizziness, skin irritation",Not Severe,0.1696
C1CC[C@]2(C)[C@@H]([C@@H](CCCC(C)C)C)CC[C@H]2/C1=C/C=C1\C(CC[C@H](O)C1)=C,"nausea, diarrhea, itching, vomiting, headache",Not Severe,0.1519
C1(O)C(CO)OC(C(C1O)O)Oc1c(c2c(cc(cc2oc1-c1cc(c(cc1)O)O)O)O)=O,"dizziness, headache, nausea, diarrhea, vomiting",Not Severe,0.0931
c1c(O)cc(c2c(=O)c(O)c(oc12)-c1ccc(c(c1)O)O)O,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.1803
C1(=C(C(Nc2ccccn2)=O)[C@H](C(=C(N1)c1ccc(-n2c(C)nc3c2ccnc3)cc1)C(OCC)=O)c1ccccc1Cl)C,"diarrhea, headache, dizziness, nausea, agitation",Not Severe,0.1233
c1(c2c(oc(c1O)-c1cc(c(O)c(O)c1)O)cc(O)cc2O)=O,"dizziness, nausea, diarrhea, headache, cough",Not Severe,0.2801
C(CC)C(=O)O[C@@H]1[C@H]([C@H](O)[C@@H]2N(CC[C@@H]2O)C1)O,"diarrhea, nausea, dizziness, headache, vomiting",Not Severe,0.1455
O(C(CCC)=O)[C@H]1CN2CC[C@@H]([C@@H]2[C@@H](O)[C@@H]1O)O,"nausea, diarrhea, dizziness, headache, vomiting",Not Severe,0.1384
c1c(O)ccc(c1)-c1coc2c(c1=O)ccc(c2)O,"dizziness, flatulence, diarrhoea, nausea, diarrhea",Not Severe,0.2185
C1(C)[C@H]([C@H]2OC/C3=C\C=C\[C@@H]([C@H](O[C@H]4C[C@@H]([C@@H](O[C@H]5C[C@@H]([C@@H](O)[C@H](C)O5)OC)[C@@H](O4)C)OC)/C(C)=C/C[C@@H]4C[C@@H](C[C@@]5(O4)CC[C@H](C)[C@@H]([C@@H](C)CC)O5)OC([C@H](C=1)[C@@]23O)=O)C)O.C1=C(C)[C@@H](O)[C@H]2OC\C3[C@@]2(O)[C@@H]1C(=O)O[C@H]1C[C@H](O[C@@]2(CC[C@@H]([C@@H](C(C)C)O2)C)C1)C/C=C(/[C@@H](O[C@@H]1O[C@@H](C)[C@@H]([C@H](C1)OC)O[C@@H]1O[C@@H](C)[C@@H]([C@@H](OC)C1)O)[C@H](/C=C/C=3)C)C,"nausea, diarrhea, itching, dizziness, vomiting",Not Severe,0.1316
C1(N(C2C(C(C)C(O)C(O)C2O)C)C2C(C)C(=O)N(C=1c1ccccc1)CC2=O)O,"dizziness, headache, vomiting, nausea, diarrhea",Not Severe,0.0686
C(OC(C(C)C)=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cc/c([nH]c1=O)=N/O,"diarrhea, headache, dizziness, nausea, vomiting",Not Severe,0.1429
[C@@H](O)([C@H](O)CO)[C@@H]1OC(=C[C@H](N=C(N)N)[C@H]1NC(C)=O)C(=O)O,"dizziness, diarrhea, nausea, headache, vomiting",Not Severe,0.1119
c1c(cccc1/C=C/c1nc2cc(Cl)ccc2cc1)[C@@H](CCc1ccccc1C(O)(C)C)SCC1(CC1)CC(O)=O,"headache, diarrhea, nausea, vomiting, itching",Not Severe,0.2134
C([C@H]1O[C@@H](n2nc(C(=O)N)nc2)[C@@H]([C@@H]1O)O)O,"dizziness, diarrhea, nausea, headache, flatulence",Not Severe,0.1313
c12ccc(O)cc1occ(-c1ccc(cc1)O)c2=O,"dizziness, headache, diarrhea, nausea, skin irritation",Not Severe,0.1534
O([C@H]1CN2[C@@H]([C@H]([C@@H]1O)O)[C@H](CC2)O)C(=O)CCC,"diarrhea, nausea, dizziness, headache, vomiting",Not Severe,0.1392
C(=C/C(C)=C/C(=O)Nc1ccc(cc1)O)\C=C(C)\C=C\C1C(C)(CCCC=1C)C,"headache, skin rash, diarrhea, skin dryness, night-blindness",Not Severe,0.0954
c1(SCC2C3NC(C(C(C=3C(N(C)C2=O)=O)C)N)=O)nnnn1CC(O)=O,"headache, dizziness, vision problems, heart issues, agitation",Not Severe,0.0792
C(CC(C)C)C[C@H]([C@H]1CC[C@@H]2[C@]1(C)CCC/C2=C\C=C1/C(=C)CC[C@H](O)C1)C,"nausea, diarrhea, vomiting, itching, headache",Not Severe,0.2323
C1[C@@H]2OC([C@@H]3C=C(C)[C@H]([C@H]4OC/C(=C\C=C\[C@@H]([C@@H](/C(C)=C/C[C@H]1O[C@@]1(CC[C@@H]([C@H](O1)C(C)C)C)C2)O[C@H]1C[C@H](OC)[C@H]([C@H](C)O1)O[C@H]1C[C@H](OC)[C@@H](O)[C@H](C)O1)C)[C@]43O)O)=O.[C@@H]1(/C=C/C=C2/[C@]3([C@@H](C=C([C@H]([C@H]3OC2)O)C)C(=O)O[C@@H]2C[C@]3(O[C@@H](C2)C/C=C(/[C@H]1O[C@H]1C[C@@H]([C@@H](O[C@@H]2O[C@@H](C)[C@@H]([C@H](C2)OC)O)[C@H](C)O1)OC)C)O[C@H]([C@H](CC)C)[C@@H](C)CC3)O)C,"nausea, diarrhea, itching, dizziness, vomiting",Not Severe,0.1228
O=C1C(C2=C(C(=O)N1C)C(C)C(C(N2)=O)N)CSc1nnnn1CC(O)=O,"photosensitivity, stomach upset, headache, agitation, skin rash",Not Severe,0.0782
c1(cc(=O)c2c(cc(O)c(c2O)O)o1)-c1ccccc1,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.2371
Oc1cc(c2c(cc(oc2c1-c1c(c2c(cc(-c3ccc(cc3)O)oc2cc1O)=O)O)-c1ccc(cc1)O)=O)O,"dizziness, headache, diarrhea, vomiting, nausea",Not Severe,0.1554
c1(ccc(cc1)C(C(O)=O)C)CC(C)C,"dizziness, headache, diarrhea, skin irritation, redness",Not Severe,0.154
CC1(C)CCCC(C)=C1/C=C/C(=C/C=C/C(C)=C/C(=O)Nc1ccc(cc1)O)C,"diarrhea, headache, dizziness, nausea, vomiting",Not Severe,0.1075
c1cc(O)ccc1-c1coc2c(c1=O)ccc(c2)O,"nausea, diarrhea, headache, dizziness, stomach upset",Not Severe,0.2154
C(CCN(CC)CC)C(C)Nc1ccnc2cc(Cl)ccc21,"constipation, nausea, vomiting, loss of appetite, increased thirst",Not Severe,0.2089
c1ccccc1C=CC(=O)c1c(cc(O)cc1OC)O,"nausea, headache, dizziness, skin irritation, redness",Not Severe,0.1106
C(C)(=O)Nc1ccc(O)cc1,"diarrhea, nausea, headache, dizziness, flatulence",Not Severe,0.1774
[C@H]1([C@H]([C@@H](O)[C@@H](O1)n1nc(nc1)C(N)=O)O)CO,"dizziness, diarrhea, nausea, headache, vomiting",Not Severe,0.1158
O[C@@H]([C@H]([C@H]1[C@@H]([C@@H](N=C(N)N)C=C(O1)C(O)=O)NC(C)=O)O)CO,"dizziness, diarrhea, nausea, headache, vomiting",Not Severe,0.0978
c1c2OC(CC(c2c(cc1OC1C(OC2C(O)C(C(C(C)O2)O)O)C(C(C(O1)CO)O)O)O)=O)c1ccc(cc1)O,"dizziness, headache, vomiting, nausea, diarrhea",Not Severe,0.1051
OC[C@H]([C@@H](O)[C@@H]1OC(=C[C@H](N=C(N)N)[C@H]1NC(=O)C)C(O)=O)O,"diarrhea, dizziness, nausea, headache, vomiting",Not Severe,0.0984
C(N)(N)=N[C@H]1C=C(O[C@@H]([C@H](O)[C@H](O)CO)[C@@H]1NC(=O)C)C(=O)O,"diarrhea, nausea, headache, dizziness, vomiting",Not Severe,0.0958
c1cc2c(N3CCN(C)CC3)cncc2cc1Cl,"constipation, nausea, vomiting, loss of appetite, increased thirst",Not Severe,0.2212
o1c(c(c(=O)c2c(cc(O)cc12)O)O)-c1cc(O)c(O)c(c1)O,"diarrhea, nausea, headache, dizziness, vomiting",Not Severe,0.3042
Oc1cc(ccc1O)-c1c(O)c(=O)c2c(cc(O)cc2o1)O,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.1767
O(C)c1cc2c(c(c1)O)C(CC(c1ccccc1)O2)=O,"nausea, vomiting, diarrhea, dizziness, headache",Not Severe,0.1423
[nH]1c(n([C@@H]2O[C@@H]([C@@H](O)[C@H]2O)COC(C(C)C)=O)cc/c1=N/O)=O,"dizziness, nausea, diarrhea, headache, vomiting",Not Severe,0.2115
Clc1cc2c(cc1)c(cnc2)N1CCN(C)CC1,"constipation, fatigue, headache, nausea, vomiting",Not Severe,0.2688
C(c1ccc(cc1)Nc1ccccn1)(CNC(C)C)O,"dizziness, headache, diarrhea, nausea, vomiting",Not Severe,0.1999
c12c(ccnc2cc(cc1)Cl)NC(CCCN(CC)CC)C,"constipation, nausea, vomiting, loss of appetite, increased thirst",Not Severe,0.1956
CC(c1ccccc1CC[C@H](c1cc(ccc1)/C=C/c1nc2cc(ccc2cc1)Cl)SCC1(CC1)CC(O)=O)(O)C,"headache, diarrhea, dizziness, nausea, vomiting",Not Severe,0.1956
[C@@H]1([C@@H](O)[C@@H](O[C@@H]1CO)n1cnc(C(N)=O)n1)O,"dizziness, diarrhea, nausea, headache, vomiting",Not Severe,0.1244
c1cc(ccc1NC(=O)/C=C(/C=C/C=C(/C=C/C1C(C)(C)CCCC=1C)C)C)O,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.0945
C(=Cc1ccccc1)C(=O)c1c(cc(O)cc1O)OC,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.1783
[C@]1([C@@H](OC(C(C)C)=O)[C@H]([C@@H](O1)n1c(nc(N)cc1)=O)OC(=O)C(C)C)(N=[N+]=[N-])COC(=O)C(C)C,"headache, dizziness, diarrhea, vomiting, nausea",Not Severe,0.0776
c1c(cc2c(c1O)c(c(O)c(-c1ccc(cc1)O)o2)=O)O,"nausea, diarrhea, headache, dizziness, vomiting",Not Severe,0.1362
[C@H]1([C@H](O)[C@@H](COC(=O)C(C)C)O[C@H]1n1c(=O)[nH]/c(=N\O)cc1)O,"dizziness, nausea, diarrhea, headache, vomiting",Not Severe,0.114
O=C1C2C(C(N(C1)C(=C(O)N2C1C(C)C(C(O)C(C1O)O)C)c1ccccc1)=O)C,"stomach upset, stomach pain, constipation, vomiting, skin dryness",Not Severe,0.067
CC(c1ccccc1CC[C@H](c1cc(/C=C/c2nc3cc(ccc3cc2)Cl)ccc1)SCC1(CC1)CC(=O)O)(C)O,"headache, diarrhea, nausea, vomiting, dizziness",Not Severe,0.1882
Oc1cc(c2c(c1)oc(-c1cc(O)c(c(O)c1)O)c(c2=O)O)O,"diarrhea, dizziness, headache, nausea, vomiting",Not Severe,0.147
C1(C(C(C(OC1C)OC1C(O)C(C(CO)OC1Oc1cc(c2c(c1)OC(c1ccc(O)cc1)CC2=O)O)O)O)O)O,"dizziness, headache, vomiting, nausea, diarrhea",Not Severe,0.0821
c1ccc(F)c(CSc2[nH]c(=O)c3c(n2)=CNC(OC)=C(OC)C=3)c1,"headache, dizziness, nausea, diarrhea, vomiting",Not Severe,0.2473
c1cc(O)ccc1-c1oc2c(c(c1)=O)c(O)cc(O)c2-c1c(O)c2c(cc1O)oc(cc2=O)-c1ccc(cc1)O,"headache, diarrhea, dizziness, nausea, vomiting",Not Severe,0.1893
c1c2c(c(NC(CCCN(CC)CC)C)ccn2)ccc1Cl,"constipation, nausea, vomiting, loss of appetite, increased thirst",Not Severe,0.2592
n1c2=CNC(=C(C=c2c(=O)[nH]c1SCc1ccccc1F)OC)OC,"dizziness, diarrhea, stomach upset, headache, nausea",Not Severe,0.0961
CN(C(SCCNC)=Nc1n(cnc1)C)C,"diarrhea, dizziness, headache, bloating, gas",Not Severe,0.1057
o1c(-c2ccc(O)cc2)c(O)c(c2c(cc(cc21)O)O)=O,"dizziness, stomach upset, photosensitivity, stomach pain, heartburn",Not Severe,0.224
c1cc(ccc1O)-c1coc2c(c1=O)ccc(O)c2,"nausea, diarrhea, headache, dizziness, stomach upset",Not Severe,0.2272
O=C(c1c(cccc1)OC(C)=O)O,"dizziness, bloating, gas, diarrhea, belly pain",Not Severe,0.0838
C(CCCN(CC)CC)(C)Nc1c2c(cc(Cl)cc2)ncc1,"constipation, skin irritation, redness, swelling, seizures",Not Severe,0.2318
C1CCC(C)=C(C1(C)C)/C=C/C(C)=C/C=C/C(=C/C(Nc1ccc(cc1)O)=O)C,"diarrhea, headache, dizziness, nausea, vomiting",Not Severe,0.0974
C1(C)C2C(CN(C1=O)C(c1ccccc1)=C(O)N2C1C(C(C(C(C1O)O)O)C)C)=O,"diarrhea, headache, dizziness, nausea, vomiting",Not Severe,0.0819
O(C1=C(OC)C=c2c([nH]c(SCc3ccccc3F)nc2=CN1)=O)C,"constipation, stomach pain, vomiting, stomach upset, headache",Not Severe,0.0879
O=C(OC[C@@H]1[C@H]([C@@H](O)[C@@H](O1)n1c([nH]/c(cc1)=N\O)=O)O)C(C)C,"diarrhea, headache, nausea, dizziness, vomiting",Not Severe,0.0905
C(C(C)c1ccc(cc1)CC(C)C)(O)=O,"nausea, vomiting, diarrhea, dizziness, headache",Not Severe,0.1419
c1(n(cnc1)C)N=C(N(C)C)SCCNC,"fatigue, headache, stomach irritation, kidney damage, bleeding",Not Severe,0.1063
c1cc2c(cc1)CC(=O)c1sccc1C2=C1CCN(CC1)C,"nausea, vomiting, constipation, itching, headache",Not Severe,0.2227
c12c(OC(c3ccccc3)CC2=O)cc(OC)cc1O,"stomach upset, stomach irritation, kidney damage, bleeding, vision problems",Not Severe,0.1426
O=c1n(cc/c([nH]1)=N/O)[C@@H]1O[C@H](COC(C(C)C)=O)[C@H]([C@H]1O)O,"diarrhea, nausea, headache, dizziness, vomiting",Not Severe,0.0922
[C@H]1([C@H](O)[C@@H](CO)O[C@H]1n1cnc(C(N)=O)n1)O,"dizziness, diarrhea, nausea, headache, sinus infection",Not Severe,0.12
C([C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CCC/C2=C\C=C1\C[C@H](CCC1=C)O)C)CCC(C)C,"nausea, diarrhea, itching, vomiting, dizziness",Not Severe,0.1951
C1(O)C(N2C3C(C)C(=O)N(C(=C2O)c2ccccc2)CC3=O)C(C(C)C(C1O)O)C,"headache, diarrhea, dizziness, vomiting, nausea",Not Severe,0.0795
C1(OC2OC(C(O)C(C2O)O)C)C(C(C(OC1Oc1cc(O)c2C(=O)CC(c3ccc(O)cc3)Oc2c1)CO)O)O,"dizziness, headache, diarrhea, vomiting, nausea",Not Severe,0.0802
o1cc(-c2ccc(cc2)O)c(=O)c2c1cc(cc2)O,"nausea, diarrhea, headache, dizziness, skin irritation",Not Severe,0.1874
c1csc2C(Cc3ccccc3C(=C3CCN(CC3)C)c21)=O,"dizziness, stomach irritation, kidney damage, bleeding, stomach pain",Not Severe,0.1545
[Na+].c1cc(C(c2ccccc2)C)c(C(C(=O)[O-])C)cc1,"dizziness, itching, nausea, vomiting, stomach irritation",Not Severe,0.1675
C(CC(O[C@H]1CN2[C@H]([C@H](CC2)O)[C@H]([C@@H]1O)O)=O)C,"dizziness, nausea, vomiting, diarrhea, headache",Not Severe,0.1245
O=c1c2c(O)cc(O)c(-c3c(O)cc4oc(-c5ccc(O)cc5)cc(=O)c4c3O)c2oc(-c2ccc(O)cc2)c1,"headache, dizziness, diarrhea, vomiting, nausea",Not Severe,0.275
OC1C(O)C(C)OC(OC2C(O)C(C(CO)OC2Oc2cc3c(C(=O)CC(c4ccc(cc4)O)O3)c(c2)O)O)C1O,"dizziness, headache, diarrhea, vomiting, nausea",Not Severe,0.0888
c1(cc(OC2C(OC3C(O)C(O)C(C(O3)C)O)C(C(C(O2)CO)O)O)cc2OC(c3ccc(cc3)O)CC(=O)c12)O,"dizziness, cough, headaches, flushing sensation, palpitation",Not Severe,0.0932
C1(C(OCC)=O)[C@@H](C(C(Nc2ncccc2)=O)=C(C)NC=1c1ccc(cc1)-n1c2ccncc2nc1C)c1c(Cl)cccc1,"headache, dizziness, diarrhea, vomiting, nausea",Not Severe,0.1416
